部门id,部门,辅助分类,品种编号,品种名称,日期,台号,单价,销售量,赠送数量,取消数量,销售金额,赠送金额,取消金额,金额百分比,成本
9,海鲜,其他,110311880,元贝/斤,2014_09_01,V8,68,1.4,0,0,95.2,0,0,0.2466,25.16
4,味部,其他,110313490,炸花生,2014_09_01,V8,10,1,0,0,10,0,0,0.0259,5.9
4,味部,其他,110313928,鸳鸯萝卜双丸煲,2014_09_23,281,38,1,0,0,1,0,0,0.0024,18.24
4,味部,其他,110313928,鸳鸯萝卜双丸煲,2014_09_02,233,38,2,0,0,2,0,0,0.0058,18.24
4,味部,其他,110313928,鸳鸯萝卜双丸煲,2014_09_24,283,38,2,0,0,2,0,0,0.0058,18.24
4,味部,其他,110313928,鸳鸯萝卜双丸煲,2014_09_08,291,38,1,0,0,1,0,0,0.0027,18.24
4,味部,其他,110313928,鸳鸯萝卜双丸煲,2014_09_12,202,38,2,0,0,2,0,0,0.0049,18.24
2,点心,其他,110313456,猪肉白菜饺,2014_09_01,V8,20,1,0,0,20,0,0,0.0518,7.8
7,大厅茶位,其他,110313729,大厅茶位,2014_09_01,加1,3,5,0,0,15,0,0,0.0389,1.32
4,味部,其他,110313928,鸳鸯萝卜双丸煲,2014_09_24,282,38,1,0,0,1,0,0,0.0029,18.24
4,味部,其他,110313928,鸳鸯萝卜双丸煲,2014_09_12,232,38,1,0,0,1,0,0,0.0024,18.24
4,味部,其他,110313928,鸳鸯萝卜双丸煲,2014_09_11,263,38,2,0,0,2,0,0,0.006,18.24
4,味部,其他,110313928,鸳鸯萝卜双丸煲,2014_09_08,213,38,1,0,0,1,0,0,0.0027,18.24
4,味部,其他,110313928,鸳鸯萝卜双丸煲,2014_09_08,216,38,1,0,0,1,0,0,0.0027,18.24
2,中厨,其他,110313406,番茄粟米煮扇贝,2014_09_01,加1,38,1,0,0,38,0,0,0.0984,22.04
2,中厨,其他,110313387,捞起生鱼片,2014_09_01,加1,38,1,0,0,45,0,0,0.1166,17.48
2,中厨,其他,110313600,凉瓜焖三文鱼骨,2014_09_01,加1,38,1,0,0,16.8,0,0,0.0435,15.96
4,味部,其他,110313928,鸳鸯萝卜双丸煲,2014_09_24,262,38,1,0,0,1,0,0,0.0029,18.24
