部门id,部门,辅助分类,品种编号,品种名称,日期,台号,单价,销售量,赠送数量,取消数量,销售金额,赠送金额,取消金额,金额百分比,成本
4,味部,其他,110313476,白切猪肚,2014_09_09,211,48,1,0,0,48,0,0,0.1235,20.16
4,味部,其他,110313476,白切猪肚,2014_09_05,212,48,1,0,0,48,0,0,0.115,20.16
4,味部,其他,110313476,白切猪肚,2014_09_07,258,48,1,0,0,45,0,0,0.0759,20.16
4,味部,其他,110313476,白切猪肚,2014_09_23,V13,48,1,0,0,48,0,0,0.1174,20.16
4,味部,其他,110313476,白切猪肚,2014_09_29,V5,48,1,0,0,48,0,0,0.176,20.16
4,味部,其他,110313476,白切猪肚,2014_09_05,205,48,0,0,-1,0,0,-48,0,20.16
4,味部,其他,110313476,白切猪肚,2014_09_07,261,48,1,0,0,48,0,0,0.081,20.16
4,味部,其他,110313476,白切猪肚,2014_09_19,V7,48,1,0,0,45,0,0,0.1066,20.16
4,味部,其他,110313476,白切猪肚,2014_09_27,221,48,1,0,0,48,0,0,0.1262,20.16
4,味部,其他,110313476,白切猪肚,2014_09_18,V6,48,1,0,0,48,0,0,0.081,20.16
4,味部,其他,110313476,白切猪肚,2014_09_29,233,48,1,0,0,48,0,0,0.176,20.16
4,味部,其他,110313476,白切猪肚,2014_09_16,231,48,2,0,0,90,0,0,0.3292,20.16
6,点心,其他,110313825,养颜红枣糕,2014_09_01,101,26,1,0,0,11,0,0,0.0285,9.1
4,味部,其他,110313476,白切猪肚,2014_09_03,263,48,1,0,0,45,0,0,0.1117,20.16
4,味部,其他,110313476,白切猪肚,2014_09_21,V15,48,0,0,-1,0,0,-48,0,20.16
4,味部,其他,110313476,白切猪肚,2014_09_09,273,48,1,0,0,48,0,0,0.1235,20.16
4,味部,其他,110313476,白切猪肚,2014_09_16,262,48,1,0,0,45,0,0,0.1646,20.16
4,味部,其他,110313476,白切猪肚,2014_09_05,V6,48,1,0,0,48,0,0,0.115,20.16
6,点心,其他,110313800,斋布拉肠,2014_09_01,101,6,1,0,0,6,0,0,0.0155,2.94
4,味部,其他,110313476,白切猪肚,2014_09_30,272,48,0,0,-1,0,0,-48,0,20.16
4,味部,其他,110313476,白切猪肚,2014_09_08,273,48,1,0,0,48,0,0,0.1295,20.16
4,味部,其他,110313476,白切猪肚,2014_09_30,293,48,1,0,0,48,0,0,0.1736,20.16
4,味部,其他,110313476,白切猪肚,2014_09_22,加9,48,1,0,0,48,0,0,0.1262,20.16
4,味部,其他,110313476,白切猪肚,2014_09_28,272,48,0,0,-1,0,0,-48,0,20.16
4,味部,其他,110313476,白切猪肚,2014_09_08,V13,48,1,0,0,48,0,0,0.1295,20.16
4,味部,其他,110313476,白切猪肚,2014_09_27,203,48,1,0,0,48,0,0,0.1262,20.16
4,味部,其他,110313476,白切猪肚,2014_09_28,293,48,1,0,0,48,0,0,0.1736,20.16
4,味部,其他,110313476,白切猪肚,2014_09_22,292,48,1,0,0,48,0,0,0.1262,20.16
4,味部,其他,110313476,白切猪肚,2014_09_21,272,48,1,0,0,45,0,0,0.0611,20.16
4,味部,其他,110313476,白切猪肚,2014_09_14,加8,48,1,0,0,45,0,0,0.0416,20.16
6,点心,其他,110313830,白灼牛肉丸,2014_09_01,102,18,1,0,0,18,0,0,0.0466,9.18
4,味部,其他,110313478,白切猪杂,2014_09_19,286,36,1,0,0,38,0,0,0.0901,12.96
4,味部,其他,110313478,白切猪杂,2014_09_24,V5,36,2,0,0,76,0,0,0.221,12.96
4,味部,其他,110313478,白切猪杂,2014_09_09,加5,36,1,0,0,38,0,0,0.0978,12.96
4,味部,其他,110313478,白切猪杂,2014_09_30,加1,36,1,0,0,38,0,0,0.1374,12.96
4,味部,其他,110313478,白切猪杂,2014_09_23,275,36,1,0,0,38,0,0,0.093,12.96
4,味部,其他,110313478,白切猪杂,2014_09_28,加1,36,1,0,0,38,0,0,0.1374,12.96
4,味部,其他,110313478,白切猪杂,2014_09_10,222,36,1,0,0,38,0,0,0.1337,12.96
4,味部,其他,110313478,白切猪杂,2014_09_22,283,36,1,0,0,38,0,0,0.0999,12.96
4,味部,其他,110313478,白切猪杂,2014_09_22,270,36,1,0,0,38,0,0,0.0999,12.96
4,味部,其他,110313478,白切猪杂,2014_09_04,285,36,1,0,0,38,0,0,0.0963,12.96
4,味部,其他,110313478,白切猪杂,2014_09_25,212,36,1,0,0,38,0,0,0.1082,12.96
4,味部,其他,110313478,白切猪杂,2014_09_03,V3,36,1,0,0,38,0,0,0.0943,12.96
4,味部,其他,110313478,白切猪杂,2014_09_09,226,36,1,0,0,38,0,0,0.0978,12.96
4,味部,其他,110313478,白切猪杂,2014_09_23,263,36,1,0,0,38,0,0,0.093,12.96
4,味部,其他,110313478,白切猪杂,2014_09_18,V13,36,1,0,0,38,0,0,0.0641,12.96
4,味部,其他,110313478,白切猪杂,2014_09_21,V5,36,1,0,0,38,0,0,0.0516,12.96
4,味部,其他,110313478,白切猪杂,2014_09_28,222,36,1,0,0,38,0,0,0.1374,12.96
4,味部,其他,110313478,白切猪杂,2014_09_21,292,36,1,0,0,38,0,0,0.0516,12.96
4,味部,其他,110313478,白切猪杂,2014_09_11,226,36,1,0,0,36,0,0,0.1072,12.96
4,味部,其他,110313478,白切猪杂,2014_09_11,V10,36,2,0,0,76,0,0,0.2263,12.96
6,点心,其他,110313775,百合酱蒸凤爪,2014_09_01,102,17,1,0,0,16,0,0,0.0414,6.8
4,味部,其他,110313478,白切猪杂,2014_09_09,201,36,1,0,0,38,0,0,0.0978,12.96
4,味部,其他,110313478,白切猪杂,2014_09_17,V3,36,1,0,0,38,0,0,0.1452,12.96
4,味部,其他,110313478,白切猪杂,2014_09_09,216,36,1,0,0,38,0,0,0.0978,12.96
4,味部,其他,110313478,白切猪杂,2014_09_12,255,36,1,0,0,36,0,0,0.0881,12.96
4,味部,其他,110313478,白切猪杂,2014_09_15,265,36,1,0,0,38,0,0,0.0901,12.96
4,味部,其他,110313478,白切猪杂,2014_09_08,V15,36,1,0,0,38,0,0,0.1025,12.96
4,味部,其他,110313478,白切猪杂,2014_09_30,222,36,1,0,0,38,0,0,0.1374,12.96
4,味部,其他,110313478,白切猪杂,2014_09_11,205,36,1,0,0,38,0,0,0.1131,12.96
4,味部,其他,110313478,白切猪杂,2014_09_19,291,36,1,0,0,38,0,0,0.0901,12.96
4,味部,其他,110313478,白切猪杂,2014_09_04,293,36,1,0,0,38,0,0,0.0963,12.96
4,味部,其他,110313478,白切猪杂,2014_09_08,273,36,1,0,0,38,0,0,0.1025,12.96
4,味部,其他,110313478,白切猪杂,2014_09_20,V8,36,1,0,0,38,0,0,0.0919,12.96
4,味部,其他,110313478,白切猪杂,2014_09_23,V1,36,1,0,0,38,0,0,0.093,12.96
4,味部,其他,110313478,白切猪杂,2014_09_06,125,36,1,0,0,38,0,0,0.0516,12.96
4,味部,其他,110313478,白切猪杂,2014_09_15,235,36,1,0,0,38,0,0,0.0901,12.96
4,味部,其他,110313478,白切猪杂,2014_09_19,281,36,1,0,0,36,0,0,0.0853,12.96
4,味部,其他,110313478,白切猪杂,2014_09_19,V5,36,1,0,0,36,0,0,0.0853,12.96
4,味部,其他,110313478,白切猪杂,2014_09_12,262,36,1,0,0,38,0,0,0.093,12.96
6,点心,其他,110313607,白粥,2014_09_05,205,38,1,0,0,18,0,0,0.0431,15.2
6,点心,其他,110313607,白粥,2014_09_29,282,38,0,0,-1,0,0,-38,0,15.2
6,点心,其他,110313607,白粥,2014_09_08,293,38,1,0,0,18,0,0,0.0485,15.2
6,点心,其他,110313607,白粥,2014_09_11,V1,38,1,0,0,18,0,0,0.0536,15.2
6,点心,其他,110313607,白粥,2014_09_27,212,38,1,0,0,18,0,0,0.0473,15.2
6,点心,其他,110313607,白粥,2014_09_20,V15,38,0,0,-1,0,0,-38,0,15.2
6,点心,其他,110313607,白粥,2014_09_04,V9,38,1,0,0,18,0,0,0.0456,15.2
6,点心,其他,110313607,白粥,2014_09_23,V5,38,1,0,0,18,0,0,0.044,15.2
6,点心,其他,110313607,白粥,2014_09_04,V10,38,2,0,0,36,0,0,0.0912,15.2
6,点心,其他,110313607,白粥,2014_09_25,V8,38,1,0,0,18,0,0,0.0512,15.2
6,点心,其他,110313910,白灼菜心,2014_09_30,101,14,1,0,0,15,0,0,0.0542,6.58
6,点心,其他,110313910,白灼菜心,2014_09_27,215,14,1,0,0,15,0,0,0.0394,6.58
5,楼面,其他,110312065,陈年普洱,2014_09_01,102,6,2,0,0,12,0,0,0.0311,3.48
6,点心,其他,110313832,白灼菜心,2014_09_02,123,14,1,0,0,14,0,0,0.0407,6.58
6,点心,其他,110313910,白灼菜心,2014_09_09,112,14,1,0,0,15,0,0,0.0386,6.58
6,点心,其他,110313910,白灼菜心,2014_09_16,126,14,1,0,0,14,0,0,0.0512,6.58
6,点心,其他,110313910,白灼菜心,2014_09_14,275,14,1,0,0,15,0,0,0.0139,6.58
6,点心,其他,110313910,白灼菜心,2014_09_25,105,14,1,0,0,14,0,0,0.0399,6.58
6,点心,其他,110313832,白灼菜心,2014_09_02,112,14,1,0,0,14,0,0,0.0407,6.58
6,点心,其他,110313910,白灼菜心,2014_09_06,116,14,1,0,0,15,0,0,0.0204,6.58
6,点心,其他,110313910,白灼菜心,2014_09_13,101,14,1,0,0,14,0,0,0.0339,6.58
6,点心,其他,110313910,白灼菜心,2014_09_13,225,14,1,0,0,14,0,0,0.0339,6.58
6,点心,其他,110313910,白灼菜心,2014_09_16,265,14,1,0,0,14,0,0,0.0512,6.58
6,点心,其他,110313832,白灼菜心,2014_09_05,125,14,1,0,0,14,0,0,0.0336,6.58
6,点心,其他,110313832,白灼菜心,2014_09_03,123,14,1,0,0,14,0,0,0.0347,6.58
6,点心,其他,110313910,白灼菜心,2014_09_28,263,14,1,0,0,15,0,0,0.0542,6.58
6,点心,其他,110313832,白灼菜心,2014_09_23,281,14,1,0,0,14,0,0,0.0342,6.58
6,点心,其他,110313910,白灼菜心,2014_09_29,263,14,1,0,0,14,0,0,0.0513,6.58
6,点心,其他,110313910,白灼菜心,2014_09_13,105,14,2,0,0,28,0,0,0.0677,6.58
6,点心,其他,110313832,白灼菜心,2014_09_05,273,14,1,0,0,14,0,0,0.0336,6.58
6,点心,其他,110313832,白灼菜心,2014_09_02,211,14,1,0,0,14,0,0,0.0407,6.58
6,点心,其他,110313832,白灼菜心,2014_09_03,111,14,1,0,0,14,0,0,0.0347,6.58
6,点心,其他,110313910,白灼菜心,2014_09_21,273,14,1,0,0,15,0,0,0.0204,6.58
6,点心,其他,110313910,白灼菜心,2014_09_17,123,14,1,0,0,14,0,0,0.0535,6.58
6,点心,其他,110313832,白灼菜心,2014_09_02,201,14,1,0,0,14,0,0,0.0407,6.58
6,点心,其他,110313910,白灼菜心,2014_09_30,263,14,1,0,0,15,0,0,0.0542,6.58
6,点心,其他,110313910,白灼菜心,2014_09_28,101,14,1,0,0,15,0,0,0.0542,6.58
6,点心,其他,110313832,白灼菜心,2014_09_11,112,14,1,0,0,14,0,0,0.0417,6.58
6,点心,其他,110313910,白灼菜心,2014_09_30,102,14,1,0,0,15,0,0,0.0542,6.58
6,点心,其他,110313910,白灼菜心,2014_09_15,222,14,1,0,0,15,0,0,0.0355,6.58
6,点心,其他,110313832,白灼菜心,2014_09_03,288,14,1,0,0,14,0,0,0.0347,6.58
6,点心,其他,110313910,白灼菜心,2014_09_28,102,14,1,0,0,15,0,0,0.0542,6.58
6,点心,其他,110313832,白灼菜心,2014_09_03,116,14,1,0,0,14,0,0,0.0347,6.58
6,点心,其他,110313910,白灼菜心,2014_09_25,113,14,1,0,0,14,0,0,0.0399,6.58
6,点心,其他,110313832,白灼菜心,2014_09_12,105,14,1,0,0,14,0,0,0.0342,6.58
6,点心,其他,110313910,白灼菜心,2014_09_15,105,14,1,0,0,15,0,0,0.0355,6.58
6,点心,其他,110313910,白灼菜心,2014_09_27,125,14,2,0,0,30,0,0,0.0789,6.58
6,点心,其他,110313910,白灼菜心,2014_09_16,105,14,1,0,0,14,0,0,0.0512,6.58
6,点心,其他,110313832,白灼菜心,2014_09_02,116,14,1,0,0,14,0,0,0.0407,6.58
6,点心,其他,110313832,白灼菜心,2014_09_04,103,14,1,0,0,14,0,0,0.0355,6.58
6,点心,其他,110313910,白灼菜心,2014_09_09,加2,14,1,0,0,15,0,0,0.0386,6.58
6,点心,其他,110313910,白灼菜心,2014_09_17,270,14,1,0,0,14,0,0,0.0535,6.58
6,点心,其他,110313910,白灼菜心,2014_09_28,103,14,1,0,0,15,0,0,0.0542,6.58
6,点心,其他,110313910,白灼菜心,2014_09_30,103,14,1,0,0,15,0,0,0.0542,6.58
6,点心,其他,110313832,白灼菜心,2014_09_03,233,14,1,0,0,14,0,0,0.0347,6.58
6,点心,其他,110313832,白灼菜心,2014_09_02,113,14,1,0,0,14,0,0,0.0407,6.58
6,点心,其他,110313910,白灼菜心,2014_09_06,105,14,1,0,0,15,0,0,0.0204,6.58
6,点心,其他,110313832,白灼菜心,2014_09_12,102,14,1,0,0,14,0,0,0.0342,6.58
6,点心,其他,110313832,白灼菜心,2014_09_02,102,14,1,0,0,14,0,0,0.0407,6.58
6,点心,其他,110313910,白灼菜心,2014_09_29,加8,14,1,0,0,14,0,0,0.0513,6.58
6,点心,其他,110313910,白灼菜心,2014_09_29,加5,14,1,0,0,14,0,0,0.0513,6.58
6,点心,其他,110313910,白灼菜心,2014_09_16,283,14,1,0,0,14,0,0,0.0512,6.58
6,点心,其他,110313832,白灼菜心,2014_09_11,111,14,1,0,0,14,0,0,0.0417,6.58
6,点心,其他,110313832,白灼菜心,2014_09_10,105,14,1,0,0,14,0,0,0.0493,6.58
6,点心,其他,110313832,白灼菜心,2014_09_03,103,14,1,0,0,14,0,0,0.0347,6.58
2,点心,其他,110313839,豉油皇炒面,2014_09_01,102,48,3,0,0,33,0,0,0.0855,19.68
6,点心,其他,110313832,白灼菜心,2014_09_10,262,14,1,0,0,14,0,0,0.0493,6.58
6,点心,其他,110313827,古法马拉糕,2014_09_01,102,12,1,0,0,11,0,0,0.0285,7.2
6,点心,其他,110313832,白灼菜心,2014_09_03,115,14,1,0,0,14,0,0,0.0347,6.58
6,点心,其他,110313910,白灼菜心,2014_09_25,加2,14,1,0,0,14,0,0,0.0399,6.58
6,点心,其他,110313832,白灼菜心,2014_09_03,125,14,1,0,0,14,0,0,0.0347,6.58
6,点心,其他,110313832,白灼菜心,2014_09_10,283,14,1,0,0,14,0,0,0.0493,6.58
6,点心,其他,110313910,白灼菜心,2014_09_27,116,14,1,0,0,15,0,0,0.0394,6.58
6,点心,其他,110313832,白灼菜心,2014_09_10,288,14,1,0,0,14,0,0,0.0493,6.58
6,点心,其他,110313832,白灼菜心,2014_09_02,101,14,1,0,0,14,0,0,0.0407,6.58
6,点心,其他,110313910,白灼菜心,2014_09_08,233,14,1,0,0,15,0,0,0.0405,6.58
6,点心,其他,110313910,白灼菜心,2014_09_06,212,14,1,0,0,15,0,0,0.0204,6.58
6,点心,其他,110313910,白灼菜心,2014_09_27,111,14,1,0,0,15,0,0,0.0394,6.58
6,点心,其他,110313910,白灼菜心,2014_09_17,105,14,1,0,0,14,0,0,0.0535,6.58
6,点心,其他,110313910,白灼菜心,2014_09_29,115,14,1,0,0,14,0,0,0.0513,6.58
6,点心,其他,110313772,荷香糯米鸡,2014_09_01,102,15,1,0,0,14,0,0,0.0363,8.7
6,点心,其他,110313910,白灼菜心,2014_09_08,加6,14,1,0,0,15,0,0,0.0405,6.58
6,点心,其他,110313910,白灼菜心,2014_09_22,291,14,1,0,0,15,0,0,0.0394,6.58
6,点心,其他,110313910,白灼菜心,2014_09_20,288,14,1,0,0,14,0,0,0.0339,6.58
6,点心,其他,110313910,白灼菜心,2014_09_06,203,14,1,0,0,15,0,0,0.0204,6.58
6,点心,其他,110313910,白灼菜心,2014_09_08,226,14,1,0,0,15,0,0,0.0405,6.58
6,点心,其他,110313910,白灼菜心,2014_09_17,111,14,1,0,0,14,0,0,0.0535,6.58
6,点心,其他,110313910,白灼菜心,2014_09_26,113,14,1,0,0,14,0,0,0.0426,6.58
6,点心,其他,110313910,白灼菜心,2014_09_26,236,14,1,0,0,14,0,0,0.0426,6.58
2,中厨,中厨,110309373,白灼黄秋葵,2014_09_11,256,35,1,0,0,38,0,0,0.1131,13.65
2,中厨,中厨,110309373,白灼黄秋葵,2014_09_07,213,35,1,0,0,38,0,0,0.0641,13.65
2,中厨,中厨,110309373,白灼凉瓜衣,2014_09_10,258,35,1,0,0,35,0,0,0.1232,18.7
6,点心,其他,110313830,白灼牛肉丸,2014_09_04,123,18,1,0,0,18,0,0,0.0456,9.18
6,点心,其他,110313908,白灼牛肉丸,2014_09_15,105,18,1,0,0,19,0,0,0.045,9.18
6,点心,其他,110313908,白灼牛肉丸,2014_09_17,103,18,1,0,0,18,0,0,0.0688,9.18
6,点心,其他,110313771,金银蒜汁蒸排骨,2014_09_01,102,17,2,0,0,32,0,0,0.0829,9.69
6,点心,其他,110313908,白灼牛肉丸,2014_09_09,116,18,1,0,0,19,0,0,0.0489,9.18
6,点心,其他,110313908,白灼牛肉丸,2014_09_29,103,18,1,0,0,18,0,0,0.066,9.18
6,点心,其他,110313908,白灼牛肉丸,2014_09_14,116,18,1,0,0,19,0,0,0.0175,9.18
6,点心,其他,110313770,乐膳虾饺皇,2014_09_01,102,22,1,0,0,21,0,0,0.0544,7.7
6,点心,其他,110313908,白灼牛肉丸,2014_09_07,125,18,1,0,0,19,0,0,0.032,9.18
6,点心,其他,110313830,白灼牛肉丸,2014_09_23,270,18,1,0,0,18,0,0,0.044,9.18
6,点心,其他,110313908,白灼牛肉丸,2014_09_08,112,18,1,0,0,19,0,0,0.0512,9.18
6,点心,其他,110313830,白灼牛肉丸,2014_09_10,262,18,1,0,0,18,0,0,0.0633,9.18
6,点心,其他,110313830,白灼牛肉丸,2014_09_05,103,18,1,0,0,18,0,0,0.0431,9.18
6,点心,其他,110313830,白灼牛肉丸,2014_09_12,123,18,1,0,0,18,0,0,0.044,9.18
6,点心,其他,110313908,白灼牛肉丸,2014_09_06,212,18,1,0,0,19,0,0,0.0258,9.18
6,点心,其他,110313830,白灼牛肉丸,2014_09_12,221,18,1,0,0,18,0,0,0.044,9.18
6,点心,其他,110313908,白灼牛肉丸,2014_09_13,111,18,1,0,0,18,0,0,0.0436,9.18
95,点心,其他,110313773,排骨拼凤爪,2014_09_01,102,19,1,0,0,16,0,0,0.0414,5.89
6,点心,其他,110313908,白灼牛肉丸,2014_09_21,加6,18,1,0,0,19,0,0,0.0258,9.18
6,点心,其他,110313792,上海小笼包,2014_09_01,102,16,1,0,0,16,0,0,0.0414,8.32
6,点心,其他,110313830,白灼牛肉丸,2014_09_05,113,18,1,0,0,18,0,0,0.0431,9.18
6,点心,其他,110313908,白灼牛肉丸,2014_09_07,123,18,1,0,0,19,0,0,0.032,9.18
6,点心,其他,110313908,白灼牛肉丸,2014_09_27,215,18,1,0,0,19,0,0,0.05,9.18
6,点心,其他,110313908,白灼牛肉丸,2014_09_27,233,18,1,0,0,19,0,0,0.05,9.18
6,点心,其他,110313830,白灼牛肉丸,2014_09_10,101,18,1,0,0,18,0,0,0.0633,9.18
6,点心,其他,110313908,白灼牛肉丸,2014_09_26,271,18,1,0,0,18,0,0,0.0547,9.18
6,点心,其他,110313908,白灼牛肉丸,2014_09_26,112,18,1,0,0,18,0,0,0.0547,9.18
6,点心,其他,110313908,白灼牛肉丸,2014_09_27,123,18,2,0,0,38,0,0,0.0999,9.18
5,楼面,其他,110312071,香醇铁观音,2014_09_01,102,6,5,0,0,30,0,0,0.0777,2.1
6,点心,其他,110313908,白灼牛肉丸,2014_09_06,116,18,1,0,0,19,0,0,0.0258,9.18
6,点心,其他,110313830,白灼牛肉丸,2014_09_03,113,18,1,0,0,18,0,0,0.0447,9.18
6,点心,其他,110313830,白灼牛肉丸,2014_09_11,112,18,1,0,0,18,0,0,0.0536,9.18
6,点心,其他,110313830,白灼牛肉丸,2014_09_05,123,18,1,0,0,18,0,0,0.0431,9.18
6,点心,其他,110313908,白灼牛肉丸,2014_09_18,285,18,1,0,0,19,0,0,0.032,9.18
6,点心,其他,110313908,白灼牛肉丸,2014_09_26,116,18,1,0,0,18,0,0,0.0547,9.18
6,点心,其他,110313908,白灼牛肉丸,2014_09_15,112,18,1,0,0,19,0,0,0.045,9.18
6,点心,其他,110313908,白灼牛肉丸,2014_09_14,111,18,1,0,0,19,0,0,0.0175,9.18
6,点心,其他,110313908,白灼牛肉丸,2014_09_13,115,18,1,0,0,18,0,0,0.0436,9.18
6,点心,其他,110313908,白灼牛肉丸,2014_09_21,283,18,1,0,0,19,0,0,0.0258,9.18
6,点心,其他,110313908,白灼牛肉丸,2014_09_25,115,18,1,0,0,18,0,0,0.0512,9.18
6,点心,其他,110313908,白灼牛肉丸,2014_09_13,112,18,1,0,0,18,0,0,0.0436,9.18
6,点心,其他,110313830,白灼牛肉丸,2014_09_02,105,18,1,0,0,18,0,0,0.0524,9.18
6,点心,其他,110313908,白灼牛肉丸,2014_09_07,116,18,1,0,0,19,0,0,0.032,9.18
6,点心,其他,110313908,白灼牛肉丸,2014_09_15,103,18,1,0,0,19,0,0,0.045,9.18
6,点心,其他,110313908,白灼牛肉丸,2014_09_25,113,18,1,0,0,18,0,0,0.0512,9.18
6,点心,其他,110313830,白灼牛肉丸,2014_09_12,111,18,1,0,0,18,0,0,0.044,9.18
6,点心,其他,110313830,白灼牛肉丸,2014_09_12,258,18,1,0,0,18,0,0,0.044,9.18
6,点心,其他,110313908,白灼牛肉丸,2014_09_26,103,18,1,0,0,18,0,0,0.0547,9.18
6,点心,其他,110313908,白灼牛肉丸,2014_09_25,116,18,1,0,0,18,0,0,0.0512,9.18
6,点心,其他,110313908,白灼牛肉丸,2014_09_27,115,18,1,0,0,19,0,0,0.05,9.18
6,点心,其他,110313908,白灼牛肉丸,2014_09_08,213,18,1,0,0,19,0,0,0.0512,9.18
2,中厨,中厨,110309373,白灼秋葵,2014_09_04,V8,48,1,0,0,38,0,0,0.0963,14.4
2,中厨,中厨,110309373,白灼秋葵,2014_09_04,291,48,1,0,0,38,0,0,0.0963,14.4
2,中厨,中厨,110309373,白灼秋葵,2014_09_19,V2,48,1,0,0,38,0,0,0.0901,14.4
2,中厨,中厨,110309373,白灼秋葵,2014_09_20,V1,48,0,0,-1,0,0,-48,0,14.4
2,中厨,中厨,110309373,白灼秋葵,2014_09_23,V9,48,1,0,0,32,0,0,0.0783,14.4
2,中厨,中厨,110309373,白灼秋葵,2014_09_10,221,48,1,0,0,32,0,0,0.1126,14.4
2,点心,其他,110313911,白灼生菜,2014_09_15,236,38,1,0,0,15,0,0,0.0355,16.34
2,点心,其他,110313833,白灼生菜,2014_09_05,116,38,1,0,0,14,0,0,0.0336,16.34
2,点心,其他,110313911,白灼生菜,2014_09_08,265,38,1,0,0,15,0,0,0.0405,16.34
2,点心,其他,110313911,白灼生菜,2014_09_15,125,38,1,0,0,15,0,0,0.0355,16.34
2,点心,其他,110313911,白灼生菜,2014_09_21,加5,38,1,0,0,15,0,0,0.0204,16.34
2,点心,其他,110313911,白灼生菜,2014_09_16,265,38,1,0,0,14,0,0,0.0512,16.34
2,点心,其他,110313911,白灼生菜,2014_09_29,125,38,1,0,0,14,0,0,0.0513,16.34
2,点心,其他,110313911,白灼生菜,2014_09_25,加5,38,1,0,0,14,0,0,0.0399,16.34
2,点心,其他,110313911,白灼生菜,2014_09_06,122,38,1,0,0,15,0,0,0.0204,16.34
2,点心,其他,110313833,白灼生菜,2014_09_05,101,38,1,0,0,14,0,0,0.0336,16.34
2,点心,其他,110313833,白灼生菜,2014_09_10,283,38,1,0,0,14,0,0,0.0493,16.34
2,点心,其他,110313911,白灼生菜,2014_09_15,233,38,1,0,0,15,0,0,0.0355,16.34
2,点心,其他,110313911,白灼生菜,2014_09_16,125,38,1,0,0,14,0,0,0.0512,16.34
6,点心,其他,110313822,香麻煎堆仔,2014_09_01,102,9,1,0,0,9,0,0,0.0233,2.7
2,点心,其他,110313833,白灼生菜,2014_09_10,122,38,1,0,0,14,0,0,0.0493,16.34
2,点心,其他,110313911,白灼生菜,2014_09_16,116,38,1,0,0,14,0,0,0.0512,16.34
2,点心,其他,110313911,白灼生菜,2014_09_26,加2,38,1,0,0,14,0,0,0.0426,16.34
2,点心,其他,110313911,白灼生菜,2014_09_13,115,38,1,0,0,14,0,0,0.0339,16.34
2,点心,其他,110313911,白灼生菜,2014_09_28,258,38,1,0,0,15,0,0,0.0542,16.34
2,点心,其他,110313833,白灼生菜,2014_09_12,221,38,1,0,0,14,0,0,0.0342,16.34
2,点心,其他,110313911,白灼生菜,2014_09_25,270,38,1,0,0,14,0,0,0.0399,16.34
2,点心,其他,110313911,白灼生菜,2014_09_09,256,38,1,0,0,15,0,0,0.0386,16.34
2,点心,其他,110313911,白灼生菜,2014_09_08,255,38,1,0,0,15,0,0,0.0405,16.34
2,点心,其他,110313833,白灼生菜,2014_09_11,102,38,1,0,0,14,0,0,0.0417,16.34
2,点心,其他,110313911,白灼生菜,2014_09_17,299,38,1,0,0,14,0,0,0.0535,16.34
2,点心,其他,110313911,白灼生菜,2014_09_14,101,38,1,0,0,15,0,0,0.0139,16.34
2,点心,其他,110313833,白灼生菜,2014_09_05,102,38,1,0,0,14,0,0,0.0336,16.34
2,点心,其他,110313911,白灼生菜,2014_09_22,275,38,1,0,0,15,0,0,0.0394,16.34
2,点心,其他,110313833,白灼生菜,2014_09_11,103,38,1,0,0,14,0,0,0.0417,16.34
2,点心,其他,110313911,白灼生菜,2014_09_19,292,38,1,0,0,15,0,0,0.0355,16.34
2,点心,其他,110313911,白灼生菜,2014_09_13,103,38,1,0,0,14,0,0,0.0339,16.34
2,点心,其他,110313911,白灼生菜,2014_09_30,258,38,1,0,0,15,0,0,0.0542,16.34
2,点心,其他,110313911,白灼生菜,2014_09_26,101,38,1,0,0,14,0,0,0.0426,16.34
2,中厨,其他,110313498,白灼西兰花,2014_09_08,V13,38,1,0,0,32,0,0,0.0863,11.78
2,中厨,中厨,110309373,白灼支竹,2014_09_24,V15,32,1,0,0,30,0,0,0.0873,16.96
6,点心,其他,110313850,百合酱蒸凤爪,2014_09_25,加2,17,1,0,0,16,0,0,0.0456,6.8
6,点心,其他,110313850,百合酱蒸凤爪,2014_09_20,加6,17,1,0,0,16,0,0,0.0387,6.8
6,点心,其他,110313850,百合酱蒸凤爪,2014_09_28,281,17,1,0,0,17,0,0,0.0615,6.8
6,点心,其他,110313775,百合酱蒸凤爪,2014_09_24,291,17,1,0,0,16,0,0,0.0465,6.8
6,点心,其他,110313850,百合酱蒸凤爪,2014_09_08,213,17,2,0,0,34,0,0,0.0917,6.8
6,点心,其他,110313850,百合酱蒸凤爪,2014_09_08,205,17,1,0,0,17,0,0,0.0459,6.8
6,点心,其他,110313850,百合酱蒸凤爪,2014_09_15,125,17,2,0,0,34,0,0,0.0806,6.8
6,点心,其他,110313850,百合酱蒸凤爪,2014_09_13,101,17,1,0,0,16,0,0,0.0387,6.8
6,点心,其他,110313802,香茜牛肉肠,2014_09_01,102,16,0,0,-1,0,0,-16,0,8.96
6,点心,其他,110313850,百合酱蒸凤爪,2014_09_29,113,17,1,0,0,16,0,0,0.0587,6.8
6,点心,其他,110313850,百合酱蒸凤爪,2014_09_15,261,17,2,0,0,34,0,0,0.0806,6.8
6,点心,其他,110313850,百合酱蒸凤爪,2014_09_28,115,17,1,0,0,17,0,0,0.0615,6.8
6,点心,其他,110313850,百合酱蒸凤爪,2014_09_14,123,17,1,0,0,17,0,0,0.0157,6.8
6,点心,其他,110313850,百合酱蒸凤爪,2014_09_25,262,17,1,0,0,16,0,0,0.0456,6.8
